Status,Address,distance,acessibility,S/A,Price,For Tax Year,Gross Taxes,Sold Date,Days On Market,Age,Area,Total Bedrooms,Total Baths,Lot Sz (Sq.Ft.),Floor Area -Grand Total,Original Price,List Price,Driveway Finish,Floor Area - Unfinished,GST Incl,Foundation,Floor Area Fin - Basement,Zoning,Parking Places - Covered,# Rms,No. Floor Levels,Frontage - Feet,Depth,Type,,,Public Remarks
S,10035 HELEN DRIVE,,,F25,"$822,000 ",2020,"$3,083.69 ",11/12/20,2,64,North Surrey,4,1,"7,428.00","1,776","$820,000 ","$820,000 ",,0,,Concrete Perimeter,888,CD,1,11,2,196.76,,House/Single Family,,,"Well-loved 2BR 1BTH St. Helenâ€™s Park home. Found within a quiet, family-friendly neighbourhood, this traditional home provides multiple living options. Welcoming you home is oak hardwood floors flowing into your spacious living room illuminated by a bright picture window. Cooking is a delight in your quaint & cheery kitchen overlooking your expansive lot featuring ample parking, a large, wired detached garage, shed & tranquil backyard. Completing this floor is a full bath alongside sunlit bedrooms. Lower level offers a generous rec room with 2 flex rooms that easily convert to suit your changing needs: from additional bedrooms to storage or office space. Walk to Prince Charles Elementary, Robson Park & quickly access LA Matheson Secondary, King George Skytrain, SFU & Central City Shopping."
S,12123 96 AVENUE,,,F25,"$825,000 ",2019,"$3,958.52 ",6/2/20,90,41,North Surrey,4,3,"7,888.00","1,776","$849,000 ","$849,000 ",,0,,Concrete Perimeter,850,SFD,1,10,2,68,116,House/Single Family,,,"Well kept basement entry home, plus back lane access. A total of 5 bdrms and 3bathrooms sitting on 7888.00 square feet lot. Excellent for investors or first time buyers.possibility to build  3 story house on it. Convenient location, minutes to Scott Rd, shops, bus stop, Cedar Hill Elementry School and LA Matheson Secondary School. act fast !!"
S,10845 144 STREET,,,F22,"$825,000 ",2019,"$3,255.94 ",10/22/20,16,66,North Surrey,2,1,"8,424.00",923,"$999,900 ","$899,000 ",Asphalt,0,,Concrete Perimeter,0,RF,,6,1,60,140,House/Single Family,,,"2 Bed 1 Bath on 8400 sqft lot backing to a ravine. Great location on a quiet street. just a few blocks from schools & transit. Close to Gateway Sky train, & a short drive to SFU, Central City Shopping Center, Guildford Mall , Rec Center, Pattullo bridge, & Hwy 1. Easy to show. Vacant property, book your private showing."
S,11387 124 STREET,,,F21,"$825,000 ",2019,"$2,803.86 ",10/16/20,3,140,North Surrey,3,1,"10,562.00",996,"$850,000 ","$850,000 ",,0,,Concrete Perimeter,0,SFR,,6,2,105,100,House/Single Family,,,"Welcome to the ever developing Bridgeview in Surrey. This corner lot property boasts over 10,500 ft.Â² of land situated close to all away hwy access and minutes away from Scott Road sky train station and down the block from Pattulo Bridge. Zoned for residential but currently used under commercial. Three bedroom ranch can easily be rented while waiting out for future development or build. Great holding property."
S,11485 96 AVENUE,,,F24,"$825,000 ",2019,"$3,289.48 ",6/19/20,46,65,North Surrey,3,3,"10,450.00","1,453","$839,999 ","$839,999 ",,0,,Concrete Perimeter,"1,452",SF,0,8,1,50,209,House/Single Family,,,"Attention First time Buyers and all investors/Builders, well maintained 3 bed room, 3 bath rancher home with one bed room suite (total 4 bed room) in quite Royal Heights.  Large Lot 10,450 sq.ft, lots of parking with green house and detached workshop in spacious backyard. Minutes away from the bus stop and Royal Heights Elementary,  Scott Rd shops and Restaurants. Last rented for total $2650.00. Call today for your privet view."
S,12679 97A AVENUE,,,F25,"$825,000 ",2019,"$4,070.98 ",7/24/20,51,999,North Surrey,7,3,"7,236.00","2,470","$879,000 ","$879,000 ",,0,,Concrete Perimeter,988,RF,2,18,2,60,134,House/Single Family,,,"Great opportunity to own an investment property or big future building lot in the heart of cedar Hills area. Main floor has a kitchen, living room, 3 bedrooms, office and foyer for the Owner, One Suite (2 bedroom) on main floor. Basement area also has One Suite (2 Bedroom) and double garage. Live now with with 2 Rental Suites or Build new house in the future. Rental income is $2050/month. Big lot, 7,236 sqft with back lane access.Close to schools, transit, hospital, Surrey place Mall and Cedar Hills Shopping Centre"
S,10134 144A STREET,,,F27,"$827,000 ",2019,"$3,366.15 ",8/20/20,51,55,North Surrey,3,2,"7,188.00","1,212","$868,000 ","$868,000 ",,0,,Concrete Perimeter,0,SF,,9,1,69.71,,House/Single Family,,,"Centrally located 3 bedroom rancher in quiet street of Guildford. Hardwood floor in Living room, Huge kitchen, large laundry room with lots of storage. High efficiency furnace. 2 storage sheds, 2 level sundeck, fully fenced backyard. Close to skytrain, shopping centres, school and walking trails."
S,10132 120 STREET,,,F25,"$827,000 ",2019,"$3,556.90 ",8/20/20,78,80,North Surrey,4,1,"7,664.00","1,848","$899,333 ","$835,000 ",,0,,Concrete Perimeter,780,RF,,12,3,70.01,96*87*90,House/Single Family,,,"3 storey home on sitting on large 7664 sqft. corner lot with  great views of MOUNTAIN/CITY/FRASER RIVER.  4 bedrooms 1 full bathroom & den.. Close to  bus, schools, shopping, parks major transportation routes & all other amenities. Short distance to the Scott Road SKYTRAIN station. Open House Sun Aug 9th 2-4 PM"
S,10226 125A STREET,,,F25,"$830,000 ",2019,"$3,245.70 ",8/4/20,28,64,North Surrey,4,2,"8,671.00","2,074","$829,900 ","$829,900 ",Asphalt,0,,Concrete Perimeter,"1,037",CD,1,10,2,65.55,132.28,House/Single Family,,,"Welcome to the neighbourhood and this home on a massive almost 8,700 sq.ft lot. Move in and enjoy this private tranquil setting or wait and build your dream home in this much desired pocket of Surrey. Located in a area with lots of young families, this 4 bedroom home awaits your personal touch on the main floor and basement (new Roof, 4 years old). Located minutes from City Hall, Skytrain, the Future LRT, SFU Surrey Campus, Central City, Holland Park, Patullo Bridge. Call now for your private showing!"
S,9731 116 STREET,,,F24,"$830,000 ",2019,$0.00 ,10/15/20,15,53,North Surrey,2,1,"9,240.00","1,075","$799,800 ","$799,800 ",Asphalt,0,,Concrete Perimeter,0,CD,,7,1,60,154,House/Single Family,,,"BUILDERS, INVESTORS and FIRST TIME BUYERS, come see this cozy rancher in Royal Heights on a large 9240 square foot, perfectly shaped rectangle lot (60x154). Ideal for you to plan a new home that will fit all of your needs. There is currently a large double garage, great for a workshop.  Close to elementary and secondary school as well as transit. Easy access to Patullo Bridge. Open House Sunday Oct 4th from 2-4pm!"
S,11637 97A AVENUE,,,F24,"$832,000 ",2019,"$3,279.89 ",6/28/20,6,62,North Surrey,4,1,"7,891.00","1,100","$799,000 ","$799,000 ",,0,,Concrete Perimeter,0,RF,,6,1,60,,House/Single Family,,,"Builders & Investors Alert! Centrally Located Rancher on a large 7,891 sq. ft. Lot in Royal Heights with a tenanted home. Home features 3 bedrooms & 1 bathroom along with a detached garage. Conveniently located in family friendly neighbourhood only 0.3 km from nearest school & transit bus. Secondary schools LA Matheson and Delview are both less than 5 min drive. Extremely accessible location offers quick and easy highway access as well as the Alex Fraser Bridge & Patullo Bridge."
S,10832 131A STREET,,,F26,"$832,604 ",2019,"$3,323.02 ",8/29/20,5,67,North Surrey,2,1,"8,158.00",728,"$779,000 ","$779,000 ",,0,,Concrete Perimeter,0,RS,0,5,1,59.94,134.38,House/Single Family,,,"Hurry, 8158 Square Foot rectangular lot on quiet no-thru road across from school park. Many new homes on this block. Perfect property for a builder or an investor!  Minutes away from Skytrain, Surrey Central Mall, Simon Fraser University, South Fraser Perimeter Road, Pattulo Bridge and new North Surrey Sport Ice Complex. Great long term tenants (since 2011) who are willing to stay. Hold or build.Do not walk on property & please do not disturb tenants."
S,10918 140 STREET,,,F22,"$835,000 ",2019,"$3,892.70 ",7/3/20,18,57,North Surrey,7,5,"10,642.00","2,050","$844,999 ","$844,999 ",,0,,Concrete Perimeter,0,RF,1,12,2,65,162,House/Single Family,,,"Build your dream home in the future on this huge 10,642 sqft lot. 3 bedrooms upstairs in renovated condition with lots of updates, like flooring, paint, H/W tank, furnace etc. Great rental income with 3 bedroom suite and a bachelor suite.Ready to move-in condition..All sizes and ages are approximate only, Buyer to verify if deemed important.Property contains accommodation which is not authorized. SHOWINGS ON  SATURDAY 1-4 PM,SUNDAY 2-4 PM AND WEDNESDAY 4-6 PM BY APPOINTMENT. RENTAL SUITE SHOWN ON SATURDAY ONLY.ALL OFFERS TO BE RECEIVED BY SUNDAY 7PM, JUNE 21"
S,10021 127A STREET,,,F25,"$835,000 ",2019,"$3,016.62 ",9/30/20,2,62,North Surrey,3,1,"8,413.00","1,080","$849,500 ","$849,500 ",,0,,Concrete Perimeter,0,CD,,6,1,18.33,42.68,House/Single Family,,,"Welcome to Cedar Hills! First time ever on the market, this lovely rancher home features 3 bedrooms and 1 bathroom, situated on a 8,413 sqft lot. Perfect as a starter home or build your dream home. Brand new hot water tank, private backyard & BACK LANE ACCESS. Book your private viewing today!"
S,14510 106A AVENUE,,,F27,"$838,500 ",2019,"$3,282.45 ",7/6/20,35,62,North Surrey,3,1,"8,645.00","1,160","$859,900 ","$859,900 ",,0,,Concrete Perimeter,0,RF,1,8,1,65,133,House/Single Family,,,"Sitting in a quiet area of Newly built homes is Nicely Renovated 3 Bed & 1 Bath Rancher in Hawthorne Park Area with New Kitchen, New Laminate Flooring, Newer Vinyl Double Glazed Windows with Newer Roof. FLAT 65' X 133'(8645 sq ft)Lot with Bright South Facing Backyard with 20'4 X 10'3 Workshop at Rear. No Easements or right of ways!! Enjoy this comfortable home for years or, Build your dream home, already several new homes on the same block. Single Carport with plenty of parking spaces in the driveway. Across the street from Mary Jane Shannon Elementary & Guildford Park Secondary School. Easy access to Hawthorne & Holly parks, Superstore, Guildford Mall & Highway #1. Call now before it's gone!"
S,11183 135A STREET,,,F22,"$840,000 ",2019,"$3,288.52 ",7/16/20,62,63,North Surrey,5,2,"8,064.00","2,500","$928,000 ","$889,000 ",,0,,Concrete Perimeter,0,SFD,1,11,2,63,128,House/Single Family,,,"Location, Location, Location! This great house sits on a rectangle 8064 sqft sits close to the corner of 135a St and 112 Ave. SFH/Duplex 0.6FAR, 5000sqft new house potential according to Surrey City Centre Plan. Great water and Mountain view. Open concept design with 3 BR upstairs,2BR suite downstairs with separate entrance. 10 mins walk to skytrian, shopping & schools. Live-in now and enjoy the future value increase. Quick completion available. Call today before itâ€™s gone!"
S,9689 151A STREET,,,F27,"$840,000 ",2019,"$3,589.49 ",7/11/20,9,32,North Surrey,2,3,"6,136.00","1,966","$850,000 ","$850,000 ",Concrete,0,,Concrete Perimeter,0,RF-G,2,11,2,22.97,,House/Single Family,,,"Charming 2BR+Den 2.5BTH Guildford rancher. Found on the biggest lot in a quiet culdesac, this inviting home welcomes you in with a spacious foyer & hardwood floors. Guests will adore your generous formal living & dining rooms with windows sprinkled throughout. Cooking is a delight in your unobstructed, eat-in kitchen overlooking your expansive backyard featuring a beautiful garden backing onto green space. Convenient master on the main boasts â€˜his & hersâ€™ closets & a full en suite. Upper level offers a second bedroom with half bath plus a sizable loft perfect as a home office or additional bedroom. Den & flex room below easily convert to a craft room, workshop or guest space. Leave the car in your double garage & walk to Bonaccord Elem, Johnston Heights Sec, T&T & Guildford Town Centre."
S,9890 132 STREET,,,F26,"$840,000 ",2019,"$3,101.30 ",6/7/20,5,58,North Surrey,3,2,"7,409.00","2,184","$848,500 ","$848,500 ",,0,,Concrete Perimeter,0,SFR,2,12,2,65.8,113,House/Single Family,,,"This 60s style home has been in the family for generations and is finally on the market! Upstairs features lofted ceilings in a bright open concept living space, with three bedrooms down the hall for privacy. Huge deck with a massive luxury hot tub overlooking a private treed yard with lane access. Basement features a large game room, wet bar, and sunken media/theatre room ready to entertain the whole family. Bathroom roughed in and waiting to be finished. Double garage and large workshop with room for tools and toys, plus plenty of extra parking on the driveway. Development potential --> check City of Surrey OCP."
S,15166 PHEASANT DRIVE,,,F22,"$847,500 ",2019,"$3,436.12 ",6/8/20,3,54,North Surrey,5,2,"7,160.00","2,880","$849,333 ","$849,333 ",,0,,Concrete Perimeter,0,RES,,12,2,63,113,House/Single Family,,,
S,15087 RAVEN PLACE,,,F22,"$850,000 ",2020,"$3,326.70 ",11/16/20,9,62,North Surrey,3,2,"7,189.00","1,250","$849,888 ","$849,888 ",Asphalt,0,,Concrete Perimeter,0,RF,1,8,1,85.98,113,House/Single Family,,,"Perfect forever home 1250 sq.ft. 3 bedroom 2 bath Rancher looking for new owners for next 30 years. everythings been redone Windows, kitchen, siding, roof, drainage all recently redone. Det. garage/workshop for hobbies insulated and heated w/220 wiring, alarm system. Only 1-2 blk walk to shops, bus, schools. 900 sq ft of deck area to enjoy this summer. Manicured yard, great room sizes. New furnace and a/c in 2018, RV parking Hurry. Showings by apptmt Saturday Nov 14 2-4pm and sunday nov 15 12-130 pm"
S,11364 GLEN AVON DRIVE,,,F22,"$850,000 ",2019,"$3,263.26 ",6/16/20,46,61,North Surrey,3,2,"7,802.00","2,173","$864,000 ","$864,000 ",,0,,Concrete Perimeter,"1,080",RF,1,12,2,70,121,House/Single Family,,,"Boliver Heights offers this awesome Family home on a Corner Lot,  RV Parking plus detached single garage on a quiet street. 3 Bedrooms up ,fresh paint . Spacious floor plan.Kitchen was updated approx. 10 yrs ago,vinyl windows throughout, roof approx 10 yrs New Furnace! and Main Floor Bath updated. Very bright home. Huge rooms in basement . Could have 2 more bedrooms or 3. Bring your ideas. Close to transportation,schools and park. Call for more details ASAP."
S,14967 KEW DRIVE,,,F22,"$850,000 ",2019,"$3,195.86 ",10/24/20,215,61,North Surrey,3,2,"7,391.00","1,269","$990,000 ","$850,000 ",,0,,Concrete Perimeter,0,RF,0,8,1,76.44,91.86,House/Single Family,,,"Specious bungalow in a Quiet, Family Oriented Community! Updated kitchen, full bath, powder room, bedrooms and more! South facing, lots of warm sunshine! Huge Patio, Huge Outdoor Shed and Huge Crawl Space! Big, Private backyard for your summer time family activities! Steps away from Robin Park! School catchments: Ecole Riverdale and Guildford Park Secondary. OPEN HOUSE: Sun, 18 Oct, 2:30-4pm."
S,11058 146 STREET,,,F22,"$850,000 ",2019,"$3,176.39 ",10/18/20,0,63,North Surrey,3,2,"7,448.00","1,311","$797,000 ","$797,000 ",,0,,Concrete Slab,0,RF,,8,1,65,115,House/Single Family,,,"Welcome to a very well maintained cozy rancher located in popular, centrally located Bolivar Heights! Enjoy outdoor entertaining with a large partially covered deck and fantastic for hobbies and crafts, this home boasts a separate craft shed, insulated and wired with electricity and ethernet. Storage space is not a problem here with attic space in the house and craft shed along with 2 other outdoor sheds. Comes with a security system, gas fireplace in living room with separate gas furnace for the family room. Near transportation, schools, parks and shopping.  "
